Seed, Score, T1, T2, T3, T4, T5, T6, T7, T8
32G52BXR, 10, 0, 0, 1, 0, 0, 0, 0, 0
OATZ3BXR, 10, 0, 0, 0, 0, 0, 1, 0, 0
JT9WUIXR, 10, 0, 0, 0, 0, 0, 1, 0, 0
ECYMWMXR, 10, 0, 0, 0, 0, 0, 1, 0, 0
XTYRNXXR, 10, 0, 0, 0, 0, 0, 1, 0, 0
QO4ILZXR, 18, 0, 0, 0, 0, 0, 1, 1, 0
YMFOP3YR, 10, 0, 0, 0, 0, 0, 1, 0, 0
I7JW16YR, 18, 0, 0, 0, 0, 0, 1, 1, 0
S5NEH6YR, 10, 0, 0, 0, 0, 0, 1, 0, 0
OLZSP6YR, 10, 0, 0, 0, 0, 0, 1, 0, 0
LASHY7YR, 20, 0, 0, 0, 0, 0, 2, 0, 0
24MJE8YR, 10, 0, 0, 0, 0, 0, 1, 0, 0
IZ6XPBYR, 10, 0, 0, 1, 0, 0, 0, 0, 0
HI2AZBYR, 27, 0, 0, 0, 0, 0, 2, 0, 1
GY5EUDYR, 10, 0, 0, 0, 0, 0, 1, 0, 0
SYJBSEYR, 10, 0, 0, 0, 0, 0, 1, 0, 0
IKZUPFYR, 10, 0, 0, 0, 0, 0, 1, 0, 0
D3424MYR, 10, 0, 0, 0, 0, 0, 1, 0, 0
H45WCNYR, 10, 0, 0, 0, 0, 0, 1, 0, 0
SQIEZOYR, 10, 0, 0, 0, 0, 0, 1, 0, 0
QFPEEPYR, 10, 0, 0, 0, 0, 0, 1, 0, 0
XGKHPQYR, 10, 0, 0, 0, 0, 0, 1, 0, 0
2THAYQYR, 16, 0, 0, 0, 0, 0, 0, 2, 0
L9VAHVYR, 17, 0, 0, 0, 0, 0, 1, 0, 1
F644MVYR, 10, 0, 0, 0, 0, 0, 1, 0, 0
KRBCRWYR, 20, 0, 0, 0, 0, 0, 2, 0, 0
A9LLKYYR, 28, 0, 0, 0, 0, 0, 2, 1, 0
LC9RR2ZR, 19, 1, 0, 0, 1, 0, 1, 0, 0
PTXA15ZR, 18, 0, 0, 0, 0, 0, 1, 1, 0
TB9XREZR, 10, 0, 0, 0, 0, 0, 1, 0, 0
WMZ4NIZR, 10, 0, 0, 0, 0, 0, 1, 0, 0
COUEHKZR, 10, 0, 0, 0, 0, 0, 1, 0, 0
EOJ61MZR, 15, 0, 0, 0, 1, 0, 0, 0, 1
8J86OMZR, 18, 0, 0, 0, 0, 0, 1, 1, 0
8MFSKMZR, 17, 0, 0, 0, 0, 0, 1, 0, 1
BTPY6OZR, 10, 0, 0, 0, 0, 0, 1, 0, 0
RKSXAPZR, 10, 0, 0, 0, 0, 0, 1, 0, 0
HO7NEQZR, 11, 1, 0, 0, 0, 0, 1, 0, 0
ER14BRZR, 18, 0, 0, 0, 0, 0, 1, 1, 0
T6WLBWZR, 11, 1, 0, 0, 0, 0, 1, 0, 0
Q4932YZR, 10, 0, 0, 0, 0, 0, 1, 0, 0
E6GQ4ZZR, 20, 0, 0, 0, 0, 0, 2, 0, 0
B36JM21S, 18, 0, 0, 0, 0, 0, 1, 1, 0
Z6ERC31S, 18, 0, 0, 0, 0, 0, 1, 1, 0
MV6NJ41S, 11, 1, 0, 0, 0, 0, 1, 0, 0
I93FR61S, 10, 0, 0, 0, 0, 0, 1, 0, 0
32AU271S, 10, 0, 0, 0, 0, 0, 1, 0, 0
VLF9A71S, 10, 0, 0, 0, 0, 0, 1, 0, 0
3QBVFA1S, 10, 0, 0, 0, 0, 0, 1, 0, 0
74FWCE1S, 10, 0, 0, 0, 0, 0, 1, 0, 0
CNSYOG1S, 10, 0, 0, 0, 0, 0, 1, 0, 0
4QLNCH1S, 10, 0, 0, 0, 0, 0, 1, 0, 0
AMDAGI1S, 10, 0, 0, 0, 0, 0, 1, 0, 0
XQFS4K1S, 10, 0, 0, 0, 0, 0, 1, 0, 0
3JV7UM1S, 10, 0, 0, 0, 0, 0, 1, 0, 0
RA1PDT1S, 19, 1, 0, 0, 0, 0, 1, 1, 0
GJ66JU1S, 10, 0, 0, 0, 0, 0, 1, 0, 0
BEOF2Y1S, 11, 1, 0, 0, 0, 0, 1, 0, 0
5UU4MZ1S, 25, 1, 0, 0, 0, 0, 1, 0, 2
QG8ZNZ1S, 10, 0, 0, 0, 0, 0, 1, 0, 0
O5ELN12S, 10, 0, 0, 0, 0, 0, 1, 0, 0
XKDNM22S, 15, 0, 0, 0, 0, 0, 0, 1, 1
ZHGQ832S, 10, 0, 0, 0, 0, 0, 1, 0, 0
8UQ9K82S, 10, 0, 0, 0, 0, 0, 1, 0, 0
TKCRY82S, 10, 0, 0, 0, 0, 0, 1, 0, 0
QF67W92S, 11, 1, 0, 0, 0, 0, 1, 0, 0
EO4KOA2S, 10, 0, 0, 0, 0, 0, 1, 0, 0
5O9ZMA2S, 10, 0, 0, 0, 0, 0, 1, 0, 0
XZ7U4F2S, 10, 0, 0, 0, 0, 0, 1, 0, 0
3PG1SF2S, 10, 0, 0, 0, 0, 0, 1, 0, 0
7X8TCG2S, 10, 0, 0, 0, 0, 0, 1, 0, 0
ELVL9K2S, 10, 0, 0, 0, 0, 0, 1, 0, 0
3WBZDK2S, 10, 0, 0, 0, 0, 0, 1, 0, 0
5DOJVL2S, 10, 0, 0, 0, 0, 0, 1, 0, 0
BUUI7Q2S, 20, 0, 0, 0, 0, 0, 2, 0, 0
6L6KXQ2S, 20, 0, 0, 2, 0, 0, 0, 0, 0
TQVV8T2S, 10, 1, 1, 0, 0, 0, 0, 1, 0
XXLZJW2S, 10, 0, 0, 0, 0, 0, 1, 0, 0
IC7WEZ2S, 10, 0, 0, 0, 0, 0, 1, 0, 0
QYWD743S, 10, 0, 0, 0, 0, 0, 1, 0, 0
QIAYB73S, 28, 0, 0, 0, 0, 0, 2, 1, 0
E2LGM73S, 11, 1, 0, 0, 0, 0, 1, 0, 0
87MTY83S, 10, 0, 0, 0, 0, 0, 1, 0, 0
AGA7GH3S, 10, 0, 0, 0, 0, 0, 1, 0, 0
OG1ZAH3S, 18, 0, 0, 0, 1, 0, 1, 0, 0
RB8CSI3S, 10, 0, 0, 0, 0, 0, 1, 0, 0
MDFCXI3S, 10, 0, 0, 0, 0, 0, 1, 0, 0
5A9A4O3S, 17, 0, 0, 0, 0, 0, 1, 0, 1
36FPGO3S, 10, 0, 0, 0, 0, 0, 1, 0, 0
JCN8JU3S, 20, 0, 0, 0, 0, 0, 2, 0, 0
H1FNHU3S, 10, 0, 0, 0, 0, 0, 1, 0, 0
X3KKXV3S, 17, 0, 0, 0, 0, 0, 1, 0, 1
N4DSWX3S, 10, 0, 0, 0, 0, 0, 1, 0, 0
5MJG8Y3S, 10, 0, 0, 0, 0, 0, 1, 0, 0
NJAI714S, 10, 0, 0, 0, 0, 0, 1, 0, 0
1ILX944S, 17, 0, 0, 0, 0, 0, 1, 0, 1
5ADAG54S, 18, 0, 0, 0, 0, 0, 1, 1, 0
UM62I54S, 10, 0, 0, 0, 0, 0, 1, 0, 0
4R94294S, 11, 1, 0, 0, 0, 0, 1, 0, 0
AGQTJA4S, 10, 0, 0, 0, 0, 0, 1, 0, 0
UH4DBC4S, 10, 0, 0, 0, 0, 0, 1, 0, 0
9Q6M4D4S, 10, 0, 0, 0, 0, 0, 1, 0, 0
N3H23E4S, 25, 0, 0, 0, 0, 0, 1, 1, 1
OMUB1F4S, 10, 0, 0, 0, 0, 0, 1, 0, 0
WWIYDG4S, 26, 1, 0, 0, 1, 0, 1, 0, 1
4AGLCI4S, 10, 0, 0, 1, 0, 0, 0, 0, 0
4ITFPM4S, 10, 0, 0, 0, 0, 0, 1, 0, 0
29Z1EO4S, 18, 0, 0, 0, 0, 0, 1, 1, 0
1WSIJT4S, 10, 0, 0, 0, 0, 0, 1, 0, 0
4I9BNW4S, 10, 0, 0, 0, 0, 0, 1, 0, 0
17SA4X4S, 18, 0, 0, 0, 0, 0, 1, 1, 0
CIQ5G25S, 10, 0, 0, 0, 0, 0, 1, 0, 0
PCH2T65S, 18, 0, 0, 0, 0, 0, 1, 1, 0
9IV1J75S, 10, 0, 0, 0, 0, 0, 1, 0, 0
ZIVNT95S, 10, 0, 0, 0, 0, 0, 1, 0, 0
24X8QB5S, 17, 0, 0, 0, 0, 0, 1, 0, 1
2MDSZD5S, 10, 0, 0, 0, 0, 0, 1, 0, 0
NE8KJI5S, 16, 0, 0, 0, 0, 0, 0, 2, 0
3A7OTI5S, 11, 1, 0, 0, 0, 0, 1, 0, 0
8NR12K5S, 10, 0, 0, 0, 0, 0, 1, 0, 0
DS4KGM5S, 10, 0, 0, 0, 0, 0, 1, 0, 0
5SMRNM5S, 10, 0, 0, 0, 0, 0, 1, 0, 0
R9UQSN5S, 10, 0, 0, 0, 0, 0, 1, 0, 0
Z1T5LP5S, 12, 1, 1, 0, 0, 0, 1, 0, 0
NNOJHQ5S, 10, 0, 0, 0, 0, 0, 1, 0, 0
IH9F1S5S, 10, 0, 0, 0, 0, 0, 1, 0, 0
Z9TZ7T5S, 16, 0, 0, 0, 1, 0, 0, 1, 0
WY62TV5S, 11, 1, 0, 0, 0, 0, 1, 0, 0
ZCPPC46S, 10, 0, 0, 0, 0, 0, 1, 0, 0
5HXBP56S, 10, 0, 0, 0, 0, 0, 1, 0, 0
ZNX1276S, 18, 0, 0, 0, 0, 0, 1, 1, 0
I9ZX176S, 20, 0, 0, 0, 0, 0, 2, 0, 0
X961396S, 10, 0, 0, 0, 0, 0, 1, 0, 0
2RLNZ96S, 10, 0, 0, 0, 0, 0, 1, 0, 0
WAYTWC6S, 10, 0, 0, 0, 0, 0, 1, 0, 0
CW7HKD6S, 18, 0, 0, 0, 0, 0, 1, 1, 0
1HJR5F6S, 18, 0, 0, 0, 0, 0, 1, 1, 0
QQ82TF6S, 10, 0, 0, 0, 0, 0, 1, 0, 0
42KGCG6S, 10, 0, 0, 0, 0, 0, 1, 0, 0
6ISFAH6S, 10, 0, 0, 0, 0, 0, 1, 0, 0
USW6ZH6S, 10, 0, 0, 0, 0, 0, 1, 0, 0
Z916EI6S, 10, 0, 0, 0, 0, 0, 1, 0, 0
JWRJXI6S, 10, 0, 0, 0, 0, 0, 1, 0, 0
LHYG5J6S, 10, 0, 0, 0, 0, 0, 1, 0, 0
IS55SN6S, 20, 0, 0, 0, 0, 0, 2, 0, 0
QNKY5O6S, 10, 0, 0, 0, 0, 0, 1, 0, 0
YV2IOO6S, 18, 0, 0, 1, 0, 0, 0, 1, 0
ILAHFQ6S, 15, 0, 0, 0, 0, 0, 0, 1, 1
3GK9ER6S, 10, 0, 0, 0, 0, 0, 1, 0, 0
2Z7QRT6S, 27, 0, 0, 0, 0, 0, 2, 0, 1
WUVWUT6S, 10, 0, 0, 0, 0, 0, 1, 0, 0
L9Z4MV6S, 10, 0, 0, 0, 0, 0, 1, 0, 0
W3UK5Y6S, 10, 0, 0, 0, 0, 0, 1, 0, 0
WOLA387S, 10, 0, 0, 0, 0, 0, 1, 0, 0
NZD9WA7S, 18, 0, 0, 1, 0, 0, 0, 1, 0
UGAZLD7S, 11, 1, 0, 0, 0, 0, 1, 0, 0
DAKGJE7S, 18, 0, 0, 0, 1, 0, 1, 0, 0
XGDMME7S, 10, 0, 0, 0, 0, 0, 1, 0, 0
2OEZJG7S, 10, 0, 0, 0, 0, 0, 1, 0, 0
NFEMNH7S, 10, 0, 0, 0, 0, 0, 1, 0, 0
9WYMWH7S, 10, 0, 0, 0, 0, 0, 1, 0, 0
GB3R3M7S, 10, 0, 0, 0, 0, 0, 1, 0, 0
K5VG3O7S, 10, 0, 0, 0, 0, 0, 1, 0, 0
QDNEZO7S, 10, 0, 0, 0, 0, 0, 1, 0, 0
IVZFFQ7S, 10, 0, 0, 1, 0, 0, 0, 0, 0
VQS2KW7S, 10, 0, 0, 0, 0, 0, 1, 0, 0
6B2S818S, 10, 0, 0, 0, 0, 0, 1, 0, 0
3RYC828S, 10, 0, 0, 1, 0, 0, 0, 0, 0
9FPEB38S, 10, 0, 0, 0, 0, 0, 1, 0, 0
G4OV578S, 10, 0, 0, 0, 0, 0, 1, 0, 0
27EQ588S, 10, 0, 0, 0, 0, 0, 1, 0, 0
YVGMR98S, 10, 0, 0, 0, 0, 0, 1, 0, 0
351SXA8S, 10, 0, 0, 0, 0, 0, 1, 0, 0
RDN5YC8S, 11, 1, 0, 0, 0, 0, 1, 0, 0
Z5TYVD8S, 10, 0, 0, 0, 0, 0, 1, 0, 0
UQ2AOH8S, 10, 0, 0, 0, 0, 0, 1, 0, 0
FK6SNJ8S, 10, 0, 0, 0, 0, 0, 1, 0, 0
L6OV2L8S, 10, 0, 0, 0, 0, 0, 1, 0, 0
4LR17M8S, 10, 0, 0, 0, 0, 0, 1, 0, 0
D19SDN8S, 18, 0, 0, 0, 0, 0, 1, 1, 0
AY52PQ8S, 10, 0, 0, 0, 0, 0, 1, 0, 0
TATXXR8S, 18, 0, 0, 0, 0, 0, 1, 1, 0
8CHKHS8S, 14, 0, 0, 0, 0, 0, 0, 0, 2
YW2FAU8S, 10, 0, 0, 1, 0, 0, 0, 0, 0
ELPNOV8S, 10, 0, 0, 1, 0, 0, 0, 0, 0
AN1WVX8S, 18, 0, 0, 0, 0, 0, 1, 1, 0
X75VW69S, 15, 0, 0, 0, 1, 0, 0, 0, 1
DC8RW99S, 11, 1, 0, 0, 0, 0, 1, 0, 0
7IMNPG9S, 10, 0, 0, 0, 0, 0, 1, 0, 0
XAXVPG9S, 10, 0, 0, 0, 0, 0, 1, 0, 0
DLOGXI9S, 10, 0, 0, 0, 0, 0, 1, 0, 0
KU22RM9S, 10, 0, 0, 0, 0, 0, 1, 0, 0
55HYLO9S, 10, 0, 0, 0, 0, 0, 1, 0, 0
G7UAIQ9S, 10, 0, 0, 0, 0, 0, 1, 0, 0
3NSBJT9S, 30, 0, 0, 0, 0, 0, 3, 0, 0
L7DGAU9S, 23, 0, 0, 0, 0, 0, 0, 2, 1
VMEMJV9S, 11, 1, 0, 1, 0, 0, 0, 0, 0
LLYHM1AS, 10, 0, 0, 0, 0, 0, 1, 0, 0
BYTTO1AS, 10, 0, 0, 0, 0, 0, 1, 0, 0
4TVRD2AS, 10, 0, 0, 0, 0, 0, 1, 0, 0
TF7PP5AS, 10, 0, 0, 0, 0, 0, 1, 0, 0
WVB99AAS, 20, 0, 0, 0, 0, 0, 2, 0, 0
NLU4BBAS, 38, 0, 0, 0, 0, 0, 3, 1, 0
9BWT9CAS, 10, 0, 0, 0, 0, 0, 1, 0, 0
QLUULGAS, 14, 0, 0, 0, 0, 0, 0, 0, 2
GZ5QJHAS, 10, 0, 0, 0, 0, 0, 1, 0, 0
QUDT3QAS, 20, 0, 0, 0, 0, 0, 2, 0, 0
4VEGNSAS, 10, 0, 0, 0, 0, 0, 1, 0, 0
WL6XDVAS, 10, 0, 0, 0, 0, 0, 1, 0, 0
4LEW73BS, 10, 0, 0, 0, 0, 0, 1, 0, 0
EX7IH3BS, 10, 0, 0, 1, 0, 0, 0, 0, 0
2A76I4BS, 17, 0, 0, 0, 0, 0, 1, 0, 1
TZOYR5BS, 10, 0, 0, 0, 0, 0, 1, 0, 0
VVWN59BS, 20, 0, 0, 0, 0, 0, 2, 0, 0
A4GKP9BS, 10, 0, 0, 0, 0, 0, 1, 0, 0
B7I3IBBS, 11, 1, 0, 0, 0, 0, 1, 0, 0
I9PDKCBS, 10, 0, 0, 0, 0, 0, 1, 0, 0
NKWGTCBS, 10, 0, 0, 1, 0, 0, 0, 0, 0
96OI1DBS, 10, 0, 0, 0, 0, 0, 1, 0, 0
VZUXEHBS, 10, 0, 0, 0, 0, 0, 1, 0, 0
IJC7SJBS, 10, 0, 0, 0, 0, 0, 1, 0, 0
HQTJFKBS, 10, 0, 0, 0, 0, 0, 1, 0, 0
3ZA64OBS, 10, 0, 0, 0, 0, 0, 1, 0, 0
KMJHQOBS, 10, 0, 0, 0, 0, 0, 1, 0, 0
LS7QKTBS, 18, 0, 0, 0, 1, 0, 1, 0, 0
SLKXHUBS, 10, 0, 0, 0, 0, 0, 1, 0, 0
VJ2KSUBS, 12, 1, 1, 0, 0, 0, 1, 0, 0
1P6V5VBS, 10, 0, 0, 1, 0, 0, 0, 0, 0
1AZAHYBS, 17, 0, 0, 0, 0, 0, 1, 0, 1
3PE662CS, 10, 0, 0, 0, 0, 0, 1, 0, 0
ZL4JG3CS, 20, 0, 0, 0, 0, 0, 2, 0, 0
6TODW3CS, 11, 1, 0, 0, 0, 0, 1, 0, 0
7I3JE8CS, 10, 0, 0, 0, 0, 0, 1, 0, 0
U77THACS, 10, 0, 0, 0, 0, 0, 1, 0, 0
4QCVSBCS, 10, 0, 0, 0, 0, 0, 1, 0, 0
Y2RYUCCS, 10, 0, 0, 0, 0, 0, 1, 0, 0
OW3F1ECS, 17, 0, 0, 0, 0, 0, 1, 0, 1
JB1SWECS, 21, 1, 0, 0, 0, 0, 2, 0, 0
XQ819ICS, 10, 0, 0, 0, 0, 0, 1, 0, 0
UWBLJICS, 11, 1, 0, 0, 0, 0, 1, 0, 0
VCJU2LCS, 10, 0, 0, 0, 0, 0, 1, 0, 0
84T7PLCS, 10, 0, 0, 0, 0, 0, 1, 0, 0
H5986OCS, 10, 0, 0, 0, 0, 0, 1, 0, 0
B7RPKOCS, 11, 1, 0, 0, 0, 0, 1, 0, 0
WX96GPCS, 10, 1, 1, 0, 0, 0, 0, 1, 0
IFDALPCS, 18, 0, 0, 0, 0, 0, 1, 1, 0
RXUMRPCS, 10, 0, 0, 0, 0, 0, 1, 0, 0
1CXQZPCS, 10, 0, 0, 0, 0, 0, 1, 0, 0
5PSE4TCS, 15, 0, 0, 0, 0, 0, 0, 1, 1
QVQ4OTCS, 10, 0, 0, 0, 0, 0, 1, 0, 0
T5SYIUCS, 10, 0, 0, 0, 0, 0, 1, 0, 0
WVY4YUCS, 10, 0, 0, 0, 0, 0, 1, 0, 0
U2PX7YCS, 11, 1, 0, 0, 0, 0, 1, 0, 0
2P51T1DS, 30, 0, 0, 0, 0, 0, 3, 0, 0
KZ1JZ1DS, 15, 0, 0, 0, 0, 0, 0, 1, 1
5ETJU4DS, 10, 0, 0, 0, 0, 0, 1, 0, 0
6PSFR8DS, 10, 0, 0, 0, 0, 0, 1, 0, 0
U8FT1CDS, 11, 1, 0, 0, 0, 0, 1, 0, 0
MMY86DDS, 10, 0, 0, 0, 0, 0, 1, 0, 0
A8ESFKDS, 10, 0, 0, 0, 0, 0, 1, 0, 0
YE45QKDS, 10, 0, 0, 1, 0, 0, 0, 0, 0
BUBKXKDS, 10, 0, 0, 0, 0, 0, 1, 0, 0
EY1I4LDS, 10, 0, 0, 0, 0, 0, 1, 0, 0
9PYGDSDS, 19, 1, 0, 1, 0, 0, 0, 1, 0
P7D8MTDS, 27, 0, 0, 0, 0, 0, 2, 0, 1
VOM79UDS, 10, 0, 0, 0, 0, 0, 1, 0, 0
RFVXMZDS, 20, 0, 0, 0, 0, 0, 2, 0, 0
AVEAA2ES, 16, 0, 0, 0, 0, 0, 0, 2, 0
Y2GNE2ES, 10, 0, 0, 0, 0, 0, 1, 0, 0
ONCJB3ES, 10, 0, 0, 0, 0, 0, 1, 0, 0
W2SM55ES, 15, 0, 0, 0, 0, 0, 0, 1, 1
OHQOH7ES, 10, 0, 0, 0, 0, 0, 1, 0, 0
HCEVC8ES, 10, 0, 0, 1, 0, 0, 0, 0, 0
DGNCBEES, 10, 0, 0, 0, 0, 0, 1, 0, 0
W168FFES, 10, 0, 0, 0, 0, 0, 1, 0, 0
MHUGPGES, 10, 0, 0, 0, 0, 0, 1, 0, 0
Q5YSZGES, 16, 0, 0, 0, 0, 0, 0, 2, 0
7KK7FHES, 19, 1, 0, 0, 1, 0, 1, 0, 0
7E1PZHES, 10, 0, 0, 1, 0, 0, 0, 0, 0
2V7P6JES, 10, 0, 0, 0, 0, 0, 1, 0, 0
M53IYOES, 10, 0, 0, 0, 0, 0, 1, 0, 0
U9QXBPES, 20, 0, 0, 0, 0, 0, 2, 0, 0
OYI6YQES, 17, 0, 0, 0, 0, 0, 1, 0, 1
G7TTDRES, 10, 0, 0, 0, 0, 0, 1, 0, 0
V539RUES, 18, 1, 0, 1, 0, 0, 0, 0, 1
UBFSDWES, 10, 0, 0, 0, 0, 0, 1, 0, 0
XA1HC3FS, 10, 0, 0, 0, 0, 0, 1, 0, 0
FTNG94FS, 10, 0, 0, 0, 0, 0, 1, 0, 0
B7YME6FS, 17, 0, 0, 0, 0, 0, 1, 0, 1
6SUUE7FS, 10, 0, 0, 0, 0, 0, 1, 0, 0
BMFGV7FS, 10, 0, 0, 0, 0, 0, 1, 0, 0
GIF6U8FS, 11, 1, 0, 0, 0, 0, 1, 0, 0
NAN6NAFS, 20, 0, 0, 0, 0, 0, 2, 0, 0
KDTKWAFS, 10, 0, 0, 0, 0, 0, 1, 0, 0
MAVEUEFS, 18, 0, 0, 0, 0, 0, 1, 1, 0
Z3ROPOFS, 10, 0, 0, 0, 0, 0, 1, 0, 0
R1TXNQFS, 10, 0, 0, 0, 0, 0, 1, 0, 0
Y2XQSUFS, 10, 0, 0, 0, 0, 0, 1, 0, 0
LZ9M9VFS, 18, 0, 0, 1, 0, 0, 0, 1, 0
LCKXLWFS, 11, 1, 0, 0, 0, 0, 1, 0, 0
IU7442GS, 18, 0, 0, 0, 0, 0, 1, 1, 0
8R18M6GS, 10, 0, 0, 0, 0, 0, 1, 0, 0
TTPJQ7GS, 11, 1, 0, 0, 0, 0, 1, 0, 0
5J1EJ8GS, 10, 0, 0, 0, 0, 0, 1, 0, 0
M95R99GS, 10, 0, 0, 0, 0, 0, 1, 0, 0
IQHS9BGS, 10, 0, 0, 0, 0, 0, 1, 0, 0
OXS9QBGS, 10, 0, 0, 0, 0, 0, 1, 0, 0
167SZDGS, 11, 1, 0, 1, 0, 0, 0, 0, 0
S76P2HGS, 11, 1, 0, 0, 0, 0, 1, 0, 0
WYIJAIGS, 10, 0, 0, 0, 0, 0, 1, 0, 0
68EZ6LGS, 10, 0, 0, 0, 0, 0, 1, 0, 0
GIJKYMGS, 10, 0, 0, 0, 0, 0, 1, 0, 0
DG684QGS, 17, 0, 0, 0, 0, 1, 1, 0, 0
U7EBHRGS, 20, 0, 0, 0, 0, 0, 2, 0, 0
KY156YGS, 12, 1, 1, 0, 0, 0, 1, 0, 0
M3OEH1HS, 10, 0, 0, 0, 0, 0, 1, 0, 0
KR7XS2HS, 11, 1, 0, 0, 0, 0, 1, 0, 0
OAAQT3HS, 10, 0, 0, 0, 0, 0, 1, 0, 0
7MSKS6HS, 10, 0, 0, 0, 0, 0, 1, 0, 0
BNKCFAHS, 10, 0, 0, 0, 0, 0, 1, 0, 0
IMP8SAHS, 10, 0, 0, 0, 0, 0, 1, 0, 0
P9ELQAHS, 10, 0, 0, 0, 0, 0, 1, 0, 0
BOOZECHS, 11, 1, 0, 0, 0, 0, 1, 0, 0
PKBVNCHS, 10, 0, 0, 0, 0, 0, 1, 0, 0
YXI28GHS, 18, 0, 0, 1, 0, 0, 0, 1, 0
VOSHPJHS, 11, 1, 0, 0, 0, 0, 1, 0, 0
CFELHMHS, 10, 0, 0, 1, 0, 0, 0, 0, 0
N9F31QHS, 10, 0, 0, 0, 0, 0, 1, 0, 0
4HZ3CQHS, 18, 0, 0, 0, 0, 0, 1, 1, 0
PM71WQHS, 10, 0, 0, 0, 0, 0, 1, 0, 0
A1PK1SHS, 10, 0, 0, 0, 0, 0, 1, 0, 0
NT65JSHS, 11, 1, 0, 0, 0, 0, 1, 0, 0
JH5UIUHS, 10, 0, 0, 0, 0, 0, 1, 0, 0
XBKVNVHS, 20, 0, 0, 0, 0, 0, 2, 0, 0
O4I29WHS, 10, 0, 0, 1, 0, 0, 0, 0, 0
FUDOIWHS, 21, 1, 0, 0, 0, 0, 2, 0, 0
NDMPRXHS, 10, 0, 0, 0, 0, 0, 1, 0, 0
KXN6IYHS, 10, 0, 0, 0, 0, 0, 1, 0, 0
4L29R8IS, 10, 0, 0, 0, 0, 0, 1, 0, 0
885NM8IS, 11, 1, 0, 0, 0, 0, 1, 0, 0
L5XZ49IS, 10, 0, 0, 0, 0, 0, 1, 0, 0
S8XZUEIS, 10, 0, 0, 0, 0, 0, 1, 0, 0
V14VUJIS, 10, 0, 0, 1, 0, 0, 0, 0, 0
ISCU8PIS, 10, 0, 0, 0, 0, 0, 1, 0, 0
8CT9PPIS, 15, 0, 0, 0, 0, 0, 0, 1, 1
A1AZKUIS, 11, 1, 0, 0, 0, 0, 1, 0, 0
AIYP3YIS, 10, 0, 0, 0, 0, 0, 1, 0, 0
YMTV81JS, 10, 0, 0, 0, 0, 0, 1, 0, 0
HT3JB2JS, 11, 1, 0, 0, 0, 0, 1, 0, 0
4SSZT2JS, 10, 0, 0, 0, 0, 0, 1, 0, 0
1EGE23JS, 15, 0, 0, 0, 0, 1, 0, 1, 0
WFIZM3JS, 10, 0, 0, 0, 0, 0, 1, 0, 0
8OH4H6JS, 10, 0, 0, 0, 0, 0, 1, 0, 0
9EJ5Z8JS, 10, 0, 0, 0, 0, 0, 1, 0, 0
UBNIR9JS, 10, 0, 0, 1, 0, 0, 0, 0, 0
7ALDX9JS, 20, 0, 0, 0, 0, 0, 2, 0, 0
JGUBVBJS, 10, 0, 0, 0, 0, 0, 1, 0, 0
Y4TU5EJS, 16, 0, 0, 0, 0, 0, 0, 2, 0
34WCCHJS, 10, 0, 0, 0, 0, 0, 1, 0, 0
VVMS9KJS, 20, 0, 0, 0, 0, 0, 2, 0, 0
GLOWRMJS, 10, 0, 0, 0, 0, 0, 1, 0, 0
F3I1BOJS, 20, 0, 0, 1, 0, 0, 1, 0, 0
QOPM63KS, 10, 0, 0, 0, 0, 0, 1, 0, 0
NVK6U3KS, 10, 0, 0, 0, 0, 0, 1, 0, 0
O4E1C5KS, 10, 0, 0, 0, 0, 0, 1, 0, 0
FLQPD5KS, 10, 0, 0, 0, 0, 0, 1, 0, 0
7RXVI8KS, 10, 0, 0, 0, 0, 0, 1, 0, 0
L7YEO9KS, 10, 0, 0, 0, 0, 0, 1, 0, 0
UMG6X9KS, 10, 0, 0, 0, 0, 0, 1, 0, 0
3VUJCAKS, 16, 0, 0, 0, 0, 0, 0, 2, 0
WJ4LMBKS, 10, 0, 0, 0, 0, 0, 1, 0, 0
5B8V6EKS, 10, 0, 0, 0, 0, 0, 1, 0, 0
LNR8XEKS, 18, 0, 0, 0, 0, 0, 1, 1, 0
JU9F3JKS, 18, 0, 0, 0, 0, 0, 1, 1, 0
FDI7WPKS, 10, 0, 0, 1, 0, 0, 0, 0, 0
KSZZMSKS, 10, 0, 0, 0, 0, 0, 1, 0, 0
KBOS7XKS, 11, 1, 0, 0, 0, 0, 1, 0, 0
SWHRU2LS, 10, 0, 0, 0, 0, 0, 1, 0, 0
LYN7A3LS, 11, 1, 0, 0, 0, 0, 1, 0, 0
3IICL5LS, 18, 0, 0, 0, 0, 0, 1, 1, 0
4EJEL5LS, 10, 0, 0, 0, 0, 0, 1, 0, 0
3CUHN7LS, 10, 0, 0, 0, 0, 0, 1, 0, 0
TXR46ALS, 10, 0, 0, 0, 0, 0, 1, 0, 0
8UQHBALS, 10, 0, 0, 0, 0, 0, 1, 0, 0
QIY6ADLS, 10, 0, 0, 0, 0, 0, 1, 0, 0
XUZCTFLS, 11, 1, 0, 0, 0, 0, 1, 0, 0
28NPUKLS, 10, 0, 0, 0, 0, 0, 1, 0, 0
P8E5XLLS, 10, 0, 0, 0, 0, 0, 1, 0, 0
RVXDULLS, 11, 1, 0, 0, 0, 0, 1, 0, 0
AURT7PLS, 21, 1, 0, 0, 0, 0, 2, 0, 0
DYNAVULS, 10, 0, 0, 0, 0, 0, 1, 0, 0
